Crop,Province,District,Year,Area_000_Hectares,Area_Percent_Share,Production_000_Tons,Production_Percent_Share
Wheat,Punjab,Attock,2021-22,182.92,2.8,310.34,1.5
Wheat,Punjab,Attock,2022-23,190.2,2.9,348.21,1.6
Wheat,Punjab,Rawalpindi,2021-22,159.85,2.4,311.16,1.6
Wheat,Punjab,Rawalpindi,2022-23,162.68,2.5,340.57,1.6
Wheat,Punjab,Muree,2021-22,0.00,0.0,0.00,0.0
Wheat,Punjab,Muree,2022-23,5.66,0.1,8.46,0.0
Wheat,Punjab,Islamabad,2021-22,32.78,0.5,59.68,0.3
Wheat,Punjab,Islamabad,2022-23,33.18,0.5,64.19,0.3
Wheat,Punjab,Jhelum,2021-22,77.29,1.2,152.22,0.8
Wheat,Punjab,Jhelum,2022-23,85.39,1.3,193.87,0.9
Wheat,Punjab,Chakwal,2021-22,150.53,2.3,252.02,1.3
Wheat,Punjab,Chakwal,2022-23,100.76,1.6,178.49,0.8
Wheat,Punjab,Talagang,2021-22,0.00,0.0,0.00,0.0
Wheat,Punjab,Talagang,2022-23,53.42,0.8,94.2,0.4
Wheat,Punjab,Sargodha,2021-22,195.05,3.0,545.62,2.7
Wheat,Punjab,Sargodha,2022-23,200.72,3.1,630.12,3.0
Wheat,Punjab,Khushab,2021-22,139.21,2.1,287.97,1.4
Wheat,Punjab,Khushab,2022-23,123.02,1.9,290.75,1.4
Wheat,Punjab,Mianwali,2021-22,200.32,3.1,539.96,2.7
Wheat,Punjab,Mianwali,2022-23,190.2,2.9,588.45,2.8
Wheat,Punjab,Bhakkar,2021-22,180.08,2.7,475.43,2.4
Wheat,Punjab,Bhakkar,2022-23,163.09,2.5,471.66,2.2
Wheat,Punjab,Faisalabad,2021-22,240.78,3.7,788.73,3.9
Wheat,Punjab,Faisalabad,2022-23,233.09,3.6,852.94,4.0
Wheat,Punjab,Toba Tek Singh,2021-22,135.16,2.1,451.30,2.3
Wheat,Punjab,Toba Tek Singh,2022-23,130.31,2.0,470.51,2.2
Wheat,Punjab,Jhang,2021-22,255.76,3.9,810.73,4.0
Wheat,Punjab,Jhang,2022-23,263.44,4.1,934.32,4.4
Wheat,Punjab,Chiniot,2021-22,96.72,1.5,331.92,1.7
Wheat,Punjab,Chiniot,2022-23,98.34,1.5,368,1.7
Wheat,Punjab,Gujrat,2021-22,157.02,2.4,321.88,1.6
Wheat,Punjab,Gujrat,2022-23,159.44,2.5,363.43,1.7
Wheat,Punjab,M.B. Din,2021-22,127.07,1.9,355.70,1.8
Wheat,Punjab,M.B. Din,2022-23,133.54,2.1,432.43,2.0
Wheat,Punjab,Sialkot,2021-22,185.34,2.8,462.40,2.3
Wheat,Punjab,Sialkot,2022-23,190.2,2.9,565.13,2.7
Wheat,Punjab,Narowal,2021-22,123.43,1.9,279.72,1.4
Wheat,Punjab,Narowal,2022-23,126.25,1.9,364.83,1.7
Wheat,Punjab,Gujranwala,2021-22,230.67,3.5,685.14,3.4
Wheat,Punjab,Gujranwala,2022-23,162.28,2.5,544.56,2.6
Wheat,Punjab,Hafizabad,2021-22,146.90,2.2,483.81,2.4
Wheat,Punjab,Hafizabad,2022-23,150.94,2.3,595.46,2.8
Wheat,Punjab,Wazirabad,2021-22,0.00,0.0,0.00,0.0
Wheat,Punjab,Wazirabad,2022-23,73.65,1.1,235,1.1
Wheat,Punjab,Sheikhupura,2021-22,220.95,3.4,669.18,3.3
Wheat,Punjab,Sheikhupura,2022-23,228.24,3.5,755.53,3.6
Wheat,Punjab,Nankana Sahib,2021-22,125.45,1.9,427.18,2.1
Wheat,Punjab,Nankana Sahib,2022-23,128.69,2.0,456.01,2.1
Wheat,Punjab,Lahore,2021-22,43.71,0.7,150.12,0.7
Wheat,Punjab,Lahore,2022-23,45.73,0.7,159.6,0.8
Wheat,Punjab,Kasur,2021-22,129.90,2.0,406.26,2.0
Wheat,Punjab,Kasur,2022-23,127.47,2.0,434.32,2.0
Wheat,Punjab,Okara,2021-22,133.14,2.0,502.58,2.5
Wheat,Punjab,Okara,2022-23,129.09,2.0,506.44,2.4
Wheat,Punjab,Sahiwal,2021-22,112.91,1.7,384.91,1.9
Wheat,Punjab,Sahiwal,2022-23,111.29,1.7,407.77,1.9
Wheat,Punjab,Pakpattan,2021-22,93.89,1.4,323.50,1.6
Wheat,Punjab,Pakpattan,2022-23,85.39,1.3,324.77,1.5
Wheat,Punjab,Multan,2021-22,176.84,2.7,642.04,3.2
Wheat,Punjab,Multan,2022-23,173.2,2.7,641.49,3.0
Wheat,Punjab,Lodhran,2021-22,165.51,2.5,622.83,3.1
Wheat,Punjab,Lodhran,2022-23,155.4,2.4,594.74,2.8
Wheat,Punjab,Khanewal,2021-22,214.88,3.3,792.89,4.0
Wheat,Punjab,Khanewal,2022-23,194.25,3.0,726.91,3.4
Wheat,Punjab,Vehari,2021-22,180.49,2.8,629.04,3.1
Wheat,Punjab,Vehari,2022-23,159.85,2.5,594.24,2.8
Wheat,Punjab,M. Garh,2021-22,242.40,3.7,736.05,3.7
Wheat,Punjab,M. Garh,2022-23,141.23,2.2,460.96,2.2
Wheat,Punjab,Kot Addu,2021-22,0.00,0.0,0.00,0.0
Wheat,Punjab,Kot Addu,2022-23,93.08,1.4,269.84,1.3
Wheat,Punjab,Layyah,2021-22,273.16,4.2,817.83,4.1
Wheat,Punjab,Layyah,2022-23,271.54,4.2,837.94,3.9
Wheat,Punjab,D.G. Khan,2021-22,237.95,3.6,755.46,3.8
Wheat,Punjab,D.G. Khan,2022-23,220.55,3.4,739.46,3.5
Wheat,Punjab,Rajanpur,2021-22,193.84,3.0,672.21,3.4
Wheat,Punjab,Rajanpur,2022-23,185.34,2.9,649.12,3.1
Wheat,Punjab,Bahawalpur,2021-22,295.82,4.5,1052.06,5.3
Wheat,Punjab,Bahawalpur,2022-23,287.73,4.4,1073.61,5.1
Wheat,Punjab,Rahimyar Khan,2021-22,277.20,4.2,1028.05,5.1
Wheat,Punjab,Rahimyar Khan,2022-23,289.34,4.5,1093.66,5.2
Wheat,Punjab,Bahawalnagar,2021-22,424.91,6.5,1513.89,7.6
Wheat,Punjab,Bahawalnagar,2022-23,423.29,6.5,1563.04,7.4
Wheat,Punjab,Total,2021-22,6559.83,,20031.81,
Wheat,Punjab,Total,2022-23,6480.50,,21225.03,
Wheat,Sindh,Khairpur,2021-22,107.88,9.1,362.56,10.2
Wheat,Sindh,Khairpur,2022-23,115.52,9.3,336.29,8.5
Wheat,Sindh,Ghotki,2021-22,108.83,9.2,288.13,8.1
Wheat,Sindh,Ghotki,2022-23,107.86,8.7,289.65,7.4
Wheat,Sindh,Sukkur,2021-22,52.10,4.4,154.49,4.3
Wheat,Sindh,Sukkur,2022-23,49.66,4.0,171.77,4.4
Wheat,Sindh,N. Feroze,2021-22,109.41,9.3,380.09,10.7
Wheat,Sindh,N. Feroze,2022-23,95.12,7.7,339.50,8.6
Wheat,Sindh,Shaheed Benazir Abad,2021-22,90.30,7.6,319.68,9.0
Wheat,Sindh,Shaheed Benazir Abad,2022-23,84.98,6.9,356.66,9.1
Wheat,Sindh,Jacobabad,2021-22,32.17,2.7,88.66,2.5
Wheat,Sindh,Jacobabad,2022-23,27.33,2.2,86.52,2.2
Wheat,Sindh,Kashmore,2021-22,34.91,3.0,103.63,2.9
Wheat,Sindh,Kashmore,2022-23,41.96,3.4,121.12,3.1
Wheat,Sindh,Shikarpur,2021-22,38.11,3.2,120.55,3.4
Wheat,Sindh,Shikarpur,2022-23,45.32,3.7,127.85,3.2
Wheat,Sindh,Larkana,2021-22,54.02,4.6,187.07,5.3
Wheat,Sindh,Larkana,2022-23,56.89,4.6,241.70,6.1
Wheat,Sindh,Kambar Shahdat Kot,2021-22,56.14,4.8,122.36,3.4
Wheat,Sindh,Kambar Shahdat Kot,2022-23,78.38,6.3,234.16,5.9
Wheat,Sindh,Sanghar,2021-22,112.71,9.5,317.50,8.9
Wheat,Sindh,Sanghar,2022-23,123.79,10.0,348.10,8.8
Wheat,Sindh,Tharparkar,2021-22,2.48,0.2,6.83,0.2
Wheat,Sindh,Tharparkar,2022-23,2.38,0.2,5.97,0.2
Wheat,Sindh,Mirpurkhas,2021-22,64.50,5.5,177.81,5.0
Wheat,Sindh,Mirpurkhas,2022-23,73.89,6.0,223.34,5.7
Wheat,Sindh,Umarkot,2021-22,40.16,3.4,77.64,2.2
Wheat,Sindh,Umarkot,2022-23,48.88,3.9,143.05,3.6
Wheat,Sindh,Dadu,2021-22,79.09,6.7,250.08,7.0
Wheat,Sindh,Dadu,2022-23,79.88,6.5,284.23,7.2
Wheat,Sindh,Jamshoro,2021-22,39.05,3.3,105.46,3.0
Wheat,Sindh,Jamshoro,2022-23,42.59,3.4,110.37,2.8
Wheat,Sindh,Hyderabad,2021-22,16.26,1.4,61.06,1.7
Wheat,Sindh,Hyderabad,2022-23,15.24,1.2,63.27,1.6
Wheat,Sindh,Matiari,2021-22,41.65,3.5,175.76,4.9
Wheat,Sindh,Matiari,2022-23,47.60,3.8,188.23,4.8
Wheat,Sindh,Tando Allahyar,2021-22,31.08,2.6,112.12,3.2
Wheat,Sindh,Tando Allahyar,2022-23,36.00,2.9,112.36,2.9
Wheat,Sindh,T.M.Khan,2021-22,15.62,1.3,43.41,1.2
Wheat,Sindh,T.M.Khan,2022-23,8.22,0.7,26.01,0.7
Wheat,Sindh,Badin,2021-22,35.15,3.0,52.12,1.5
Wheat,Sindh,Badin,2022-23,39.63,3.2,90.03,2.3
Wheat,Sindh,Thatta,2021-22,18.55,1.6,45.26,1.3
Wheat,Sindh,Thatta,2022-23,15.54,1.3,35.49,0.9
Wheat,Sindh,Karachi,2021-22,1.55,0.1,4.48,0.1
Wheat,Sindh,Karachi,2022-23,1.58,0.1,4.52,0.1
Wheat,Sindh,Total,2021-22,1181.71,,3556.74,
Wheat,Sindh,Total,2022-23,1238.23,,3940.17,
Wheat,Kpk,Bannu,2021-22,13.12,1.7,28.47,2.1
Wheat,Kpk,Bannu,2022-23,13.89,1.8,30.35,2.1
Wheat,Kpk,Lakki Marwat,2021-22,17.81,2.3,19.67,1.4
Wheat,Kpk,Lakki Marwat,2022-23,18.32,2.4,20.85,1.4
Wheat,Kpk,D.Ikhan,2021-22,63.98,8.4,148.30,10.9
Wheat,Kpk,D.Ikhan,2022-23,52.45,6.8,104.26,7.0
Wheat,Kpk,Tank,2021-22,13.50,1.8,34.25,2.5
Wheat,Kpk,Tank,2022-23,14.91,1.9,31.35,2.1
Wheat,Kpk,Abbottabad,2021-22,14.11,1.9,20.12,1.5
Wheat,Kpk,Abbottabad,2022-23,14.44,1.9,21.86,1.5
Wheat,Kpk,Battagram,2021-22,8.09,1.1,12.78,0.9
Wheat,Kpk,Battagram,2022-23,7.99,1.0,12.44,0.8
Wheat,Kpk,Haripur,2021-22,35.24,4.6,48.17,3.5
Wheat,Kpk,Haripur,2022-23,35.26,4.6,55.10,3.7
Wheat,Kpk,Kohistan,2021-22,2.05,0.3,3.12,0.2
Wheat,Kpk,Kohistan,2022-23,2.07,0.3,3.14,0.2
Wheat,Kpk,Torgar,2021-22,6.12,0.8,8.77,0.6
Wheat,Kpk,Torgar,2022-23,6.18,0.8,8.86,0.6
Wheat,Kpk,Mansehra,2021-22,36.63,4.8,60.02,4.4
Wheat,Kpk,Mansehra,2022-23,34.40,4.5,56.36,3.8
Wheat,Kpk,Kohat,2021-22,24.44,3.2,39.63,2.9
Wheat,Kpk,Kohat,2022-23,25.39,3.3,40.61,2.7
Wheat,Kpk,Karak,2021-22,6.07,0.8,2.70,0.2
Wheat,Kpk,Karak,2022-23,5.90,0.8,3.42,0.2
Wheat,Kpk,Hangu,2021-22,8.56,1.1,11.00,0.8
Wheat,Kpk,Hangu,2022-23,8.18,1.1,11.43,0.8
Wheat,Kpk,Mardan,2021-22,43.44,5.7,92.75,6.8
Wheat,Kpk,Mardan,2022-23,44.45,5.8,115.97,7.8
Wheat,Kpk,Sawabi,2021-22,37.22,4.9,89.02,6.5
Wheat,Kpk,Sawabi,2022-23,39.00,5.1,97.40,6.6
Wheat,Kpk,Bunir,2021-22,48.10,6.3,59.15,4.3
Wheat,Kpk,Bunir,2022-23,49.26,6.4,70.26,4.8
Wheat,Kpk,Chitral,2021-22,8.35,1.1,14.94,1.1
Wheat,Kpk,Chitral,2022-23,8.35,1.1,16.12,1.1
Wheat,Kpk,Malakand,2021-22,25.45,3.3,30.00,2.2
Wheat,Kpk,Malakand,2022-23,26.50,3.4,46.41,3.1
Wheat,Kpk,Dir Lower,2021-22,29.03,3.8,53.95,4.0
Wheat,Kpk,Dir Lower,2022-23,28.86,3.7,55.86,3.8
Wheat,Unknown,Dir Upper,2021-22,24.88,3.3,44.78,3.3
Wheat,Unknown,Dir Upper,2022-23,25.67,3.3,46.71,3.2
Wheat,Unknown,Shangla,2021-22,24.90,3.3,35.06,2.6
Wheat,Unknown,Shangla,2022-23,25.58,3.3,33.84,2.3
Wheat,Unknown,Swat,2021-22,58.90,7.7,115.30,8.5
Wheat,Unknown,Swat,2022-23,58.75,7.6,113.52,7.7
Wheat,Unknown,Peshawar,2021-22,35.45,4.7,77.92,5.7
Wheat,Unknown,Peshawar,2022-23,34.67,4.5,84.93,5.7
Wheat,Unknown,Charsada,2021-22,35.10,4.6,95.48,7.0
Wheat,Unknown,Charsada,2022-23,35.78,4.6,101.33,6.9
Wheat,Unknown,Nowshera,2021-22,27.34,3.6,65.80,4.8
Wheat,Unknown,Nowshera,2022-23,28.00,3.6,68.10,4.6
Wheat,Unknown,Bajour,2021-22,36.25,4.8,35.37,2.6
Wheat,Unknown,Bajour,2022-23,39.84,5.2,69.94,4.7
Wheat,Unknown,Khyber,2021-22,11.15,1.5,17.92,1.3
Wheat,Unknown,Khyber,2022-23,12.63,1.6,25.29,1.7
Wheat,Unknown,Kurram,2021-22,24.29,3.2,43.13,3.2
Wheat,Unknown,Kurram,2022-23,27.13,3.5,54.32,3.7
Wheat,Unknown,Muhmand,2021-22,7.42,1.0,9.68,0.7
Wheat,Unknown,Muhmand,2022-23,8.32,1.1,13.10,0.9
Wheat,Unknown,N. Waziristan,2021-22,5.09,0.7,8.40,0.6
Wheat,Unknown,N. Waziristan,2022-23,5.81,0.8,13.12,0.9
Wheat,Unknown,S. Waziristan,2021-22,8.66,1.1,11.90,0.9
Wheat,Unknown,S. Waziristan,2022-23,9.88,1.3,13.13,0.9
Wheat,Unknown,Oriakzai,2021-22,4.13,0.5,5.40,0.4
Wheat,Unknown,Oriakzai,2022-23,4.77,0.6,8.69,0.6
Wheat,Unknown,SD Bannu,2021-22,4.57,0.6,6.08,0.4
Wheat,Unknown,SD Bannu,2022-23,5.15,0.7,9.56,0.6
Wheat,Unknown,SD D.I. Khan,2021-22,4.90,0.6,5.27,0.4
Wheat,Unknown,SD D.I. Khan,2022-23,5.50,0.7,8.19,0.6
Wheat,Unknown,SD Hassan Khel,2021-22,1.70,0.2,1.98,0.1
Wheat,Unknown,SD Hassan Khel,2022-23,5.15,0.7,10.13,0.7
Wheat,Unknown,SD Kohat,2021-22,4.59,0.6,6.57,0.5
Wheat,Unknown,SD Kohat,2022-23,1.86,0.2,3.19,0.2
Wheat,Unknown,Total,2021-22,760.62,,1362.84,
Wheat,Unknown,Total,2022-23,770.27,,1479.13,
Wheat,Balochistan,Quetta,2021-22,2.44,0.5,5.94,0.5
Wheat,Balochistan,Quetta,2022-23,2.39,0.4,5.59,0.4
Wheat,Balochistan,Pishin,2021-22,3.81,0.8,9.20,0.7
Wheat,Balochistan,Pishin,2022-23,4.97,0.9,13.23,0.9
Wheat,Balochistan,K. Abdullah,2021-22,1.57,0.3,3.39,0.3
Wheat,Balochistan,K. Abdullah,2022-23,1.79,0.3,4.28,0.3
Wheat,Balochistan,Chagai,2021-22,7.00,1.5,14.90,1.2
Wheat,Balochistan,Chagai,2022-23,6.03,1.1,15.37,1.0
Wheat,Balochistan,Nushki,2021-22,7.93,1.7,18.78,1.5
Wheat,Balochistan,Nushki,2022-23,8.42,1.5,21.01,1.4
Wheat,Balochistan,Loralai,2021-22,10.03,2.1,24.57,2.0
Wheat,Balochistan,Loralai,2022-23,12.07,2.2,27.62,1.8
Wheat,Balochistan,Musa Khail,2021-22,2.55,0.5,4.64,0.4
Wheat,Balochistan,Musa Khail,2022-23,3.53,0.6,6.73,0.4
Wheat,Balochistan,Barkhan,2021-22,15.89,3.3,41.00,3.3
Wheat,Balochistan,Barkhan,2022-23,16.75,3.1,42.21,2.8
Wheat,Balochistan,Zhob,2021-22,6.50,1.4,12.47,1.0
Wheat,Balochistan,Zhob,2022-23,6.21,1.1,14.34,0.9
Wheat,Balochistan,Sherani,2021-22,1.20,0.3,2.20,0.2
Wheat,Balochistan,Sherani,2022-23,1.15,0.2,2.44,0.2
Wheat,Balochistan,Killa Saifullah,2021-22,8.21,1.7,20.06,1.6
Wheat,Balochistan,Killa Saifullah,2022-23,8.37,1.5,21.37,1.4
Wheat,Balochistan,Sibi,2021-22,16.54,3.5,40.47,3.2
Wheat,Balochistan,Sibi,2022-23,17.32,3.2,44.08,2.9
Wheat,Balochistan,Harnai,2021-22,1.40,0.3,3.40,0.3
Wheat,Balochistan,Harnai,2022-23,1.54,0.3,3.93,0.3
Wheat,Balochistan,Ziarat,2021-22,0.46,0.1,0.95,0.1
Wheat,Balochistan,Ziarat,2022-23,0.53,0.1,1.33,0.1
Wheat,Balochistan,Kohlu,2021-22,8.43,1.8,19.76,1.6
Wheat,Balochistan,Kohlu,2022-23,10.30,1.9,26.03,1.7
Wheat,Balochistan,Dera Bughti,2021-22,25.65,5.4,61.48,4.9
Wheat,Balochistan,Dera Bughti,2022-23,27.40,5.0,48.80,3.2
Wheat,Balochistan,Nasirabad,2021-22,86.26,18.2,262.68,20.9
Wheat,Balochistan,Nasirabad,2022-23,93.25,17.2,325.62,21.5
Wheat,Balochistan,Jaffarabad,2021-22,79.99,16.8,236.20,18.8
Wheat,Balochistan,Jaffarabad,2022-23,73.98,13.6,214.54,14.1
Wheat,Balochistan,Kachhi,2021-22,8.65,1.8,22.89,1.8
Wheat,Balochistan,Kachhi,2022-23,30.99,5.7,86.61,5.7
Wheat,Balochistan,Bolan,2021-22,0.00,0.0,0.00,0.0
Wheat,Balochistan,Bolan,2022-23,0.00,0.0,0.00,0.0
Wheat,Balochistan,Jhal Magsi,2021-22,55.74,11.7,145.06,11.5
Wheat,Balochistan,Jhal Magsi,2022-23,58.53,10.8,174.68,11.5
Wheat,Balochistan,Kalat,2021-22,4.10,0.9,10.50,0.8
Wheat,Balochistan,Kalat,2022-23,7.58,1.4,19.76,1.3
Wheat,Balochistan,Mastung,2021-22,3.32,0.7,8.64,0.7
Wheat,Balochistan,Mastung,2022-23,4.90,0.9,13.18,0.9
Wheat,Balochistan,Khuzdar,2021-22,52.42,11.0,130.33,10.4
Wheat,Balochistan,Khuzdar,2022-23,67.00,12.3,182.51,12.0
Wheat,Balochistan,Awaran,2021-22,17.22,3.6,41.30,3.3
Wheat,Balochistan,Awaran,2022-23,21.00,3.9,55.66,3.7
Wheat,Balochistan,Kharan,2021-22,11.68,2.5,27.12,2.2
Wheat,Balochistan,Kharan,2022-23,9.73,1.8,25.75,1.7
Wheat,Balochistan,Washuk,2021-22,8.90,1.9,20.30,1.6
Wheat,Balochistan,Washuk,2022-23,10.30,1.9,19.98,1.3
Wheat,Balochistan,Lasbela,2021-22,17.67,3.7,46.94,3.7
Wheat,Balochistan,Lasbela,2022-23,25.52,4.7,71.47,4.7
Wheat,Balochistan,Turbat,2021-22,3.24,0.7,8.20,0.7
Wheat,Balochistan,Turbat,2022-23,5.21,1.0,13.57,0.9
Wheat,Balochistan,Panjgoor,2021-22,5.80,1.2,13.67,1.1
Wheat,Balochistan,Panjgoor,2022-23,6.49,1.2,13.64,0.9
Wheat,Balochistan,Gwadar,2021-22,0.20,0.0,0.06,0.0
Wheat,Balochistan,Gwadar,2022-23,0.42,0.1,0.92,0.1
Wheat,Balochistan,Total,2021-22,474.74,,1257.09,
Wheat,Balochistan,Total,2022-23,543.67,,1516.23,
Rice,Punjab,Attock,2021-22,0.00,0.00,0.00,0.00
Rice,Punjab,Attock,2022-23,0.00,0.00,0.00,0.00
Rice,Punjab,Rawalpindi,2021-22,0.00,0.00,0.00,0.00
Rice,Punjab,Rawalpindi,2022-23,0.00,0.00,0.00,0.00
Rice,Punjab,Islamabad,2021-22,0.00,0.00,0.00,0.00
Rice,Punjab,Islamabad,2022-23,0.00,0.00,0.00,0.00
Rice,Punjab,Jhelum,2021-22,0.00,0.00,0.00,0.00
Rice,Punjab,Jhelum,2022-23,2.43,0.11,4.83,0.10
Rice,Punjab,Chakwal,2021-22,0.40,0.02,0.97,0.02
Rice,Punjab,Chakwal,2022-23,0.00,0.00,0.00,0.00
Rice,Punjab,Sargodha,2021-22,0.00,0.00,0.00,0.00
Rice,Punjab,Sargodha,2022-23,43.71,2.00,83.25,1.64
Rice,Punjab,Khushab,2021-22,0.00,0.00,,0.00
Rice,Punjab,Khushab,2022-23,24.68,1.13,44.41,0.88
Rice,Punjab,Mianwali,2021-22,55.85,2.42,113.48,2.18
Rice,Punjab,Mianwali,2022-23,3.24,0.15,8.47,0.17
Rice,Punjab,Bhakkar,2021-22,25.50,1.10,50.86,0.98
Rice,Punjab,Bhakkar,2022-23,1.00,0.05,1.86,0.04
Rice,Punjab,Faisalabad,2021-22,5.26,0.23,13.14,0.25
Rice,Punjab,Faisalabad,2022-23,32.37,1.48,72.60,1.43
Rice,Punjab,Toba Tek Singh,2021-22,1.62,0.07,3.34,0.06
Rice,Punjab,Toba Tek Singh,2022-23,46.13,2.11,119.58,2.36
Rice,Punjab,Jhang,2021-22,44.92,1.94,96.97,1.87
Rice,Punjab,Jhang,2022-23,146.50,6.69,340.17,6.71
Rice,Punjab,Chiniot,2021-22,48.96,2.12,121.56,2.34
Rice,Punjab,Chiniot,2022-23,42.00,1.92,106.75,2.11
Rice,Punjab,Gujrat,2021-22,161.07,6.97,385.57,7.42
Rice,Punjab,Gujrat,2022-23,34.81,1.59,64.80,1.28
Rice,Punjab,M.B. Din,2021-22,52.21,2.26,132.84,2.56
Rice,Punjab,M.B. Din,2022-23,83.77,3.83,178.69,3.52
Rice,Punjab,Sialkot,2021-22,38.44,1.66,70.49,1.36
Rice,Punjab,Sialkot,2022-23,187.00,8.54,364.35,7.19
Rice,Punjab,Narowal,2021-22,94.30,4.08,206.00,3.96
Rice,Punjab,Narowal,2022-23,76.00,3.47,584.89,11.54
Rice,Punjab,Gujranwala,2021-22,167.94,7.27,251.76,4.85
Rice,Punjab,Gujranwala,2022-23,258.00,11.79,377.04,7.44
Rice,Punjab,Hafizabad,2021-22,72.03,3.12,115.55,2.22
Rice,Punjab,Hafizabad,2022-23,149.00,6.81,138.43,2.73
Rice,Punjab,Sheikhupura,2021-22,260.21,11.26,564.17,10.86
Rice,Punjab,Sheikhupura,2022-23,235.92,10.78,538.25,10.62
Rice,Punjab,Nankana Sahib,2021-22,150.94,6.53,362.13,6.97
Rice,Punjab,Nankana Sahib,2022-23,108.05,4.94,267.28,5.27
Rice,Punjab,Lahore,2021-22,0.00,0.00,0.00,0.00
Rice,Punjab,Lahore,2022-23,24.68,1.13,52.76,1.04
Rice,Punjab,Kasur,2021-22,243.21,10.53,483.04,9.30
Rice,Punjab,Kasur,2022-23,79.00,3.61,190.01,3.75
Rice,Punjab,Okara,2021-22,113.71,4.92,273.49,5.26
Rice,Punjab,Okara,2022-23,126.26,5.77,349.42,6.89
Rice,Punjab,Sahiwal,2021-22,32.38,1.40,68.21,1.31
Rice,Punjab,Sahiwal,2022-23,34.80,1.59,95.27,1.88
Rice,Punjab,Pakpattan,2021-22,99.95,4.33,225.46,4.34
Rice,Punjab,Pakpattan,2022-23,82.00,3.75,218.06,4.30
Rice,Punjab,Multan,2021-22,156.61,6.78,461.36,8.88
Rice,Punjab,Multan,2022-23,29.95,1.37,68.74,1.36
Rice,Punjab,Lodhran,2021-22,44.52,1.93,107.04,2.06
Rice,Punjab,Lodhran,2022-23,10.92,0.50,24.34,0.48
Rice,Punjab,Khanewal,2021-22,105.21,4.55,256.63,4.94
Rice,Punjab,Khanewal,2022-23,45.73,2.09,112.58,2.22
Rice,Punjab,Vehari,2021-22,34.40,1.49,73.68,1.42
Rice,Punjab,Vehari,2022-23,33.00,1.51,84.30,1.66
Rice,Punjab,M. Garh,2021-22,29.13,1.26,56.97,1.10
Rice,Punjab,M. Garh,2022-23,28.33,1.29,60.78,1.20
Rice,Punjab,Layyah,2021-22,79.32,3.43,187.94,3.62
Rice,Punjab,Layyah,2022-23,0.81,0.04,1.60,0.03
Rice,Punjab,D.G. Khan,2021-22,57.06,2.47,142.01,2.73
Rice,Punjab,D.G. Khan,2022-23,59.08,2.70,168.42,3.32
Rice,Punjab,Rajanpur,2021-22,41.28,1.79,85.04,1.64
Rice,Punjab,Rajanpur,2022-23,16.19,0.74,31.41,0.62
Rice,Punjab,Bahawalpur,2021-22,0.00,0.00,0.00,0.00
Rice,Punjab,Bahawalpur,2022-23,10.12,0.46,21.54,0.42
Rice,Punjab,Rahimyar Khan,2021-22,5.67,0.25,12.62,0.24
Rice,Punjab,Rahimyar Khan,2022-23,28.32,1.29,56.10,1.11
Rice,Punjab,Bahawalnagar,2021-22,87.81,3.80,273.31,5.26
Rice,Punjab,Bahawalnagar,2022-23,104.81,4.79,239.02,4.71
Rice,Punjab,Total,2021-22,2309.91,,5195.63,
Rice,Punjab,Total,2022-23,2188.61,,5070.00,
Rice,Sindh,Khairpur,2021-22,0.00,0.00,0.00,0.00
Rice,Sindh,Khairpur,2022-23,0.00,0.00,0.00,0.00
Rice,Sindh,Ghotki,2021-22,0.00,0.00,0.00,0.00
Rice,Sindh,Ghotki,2022-23,0.00,0.00,0.00,0.00
Rice,Sindh,Sukkur,2021-22,1.81,0.24,0.00,0.00
Rice,Sindh,Sukkur,2022-23,1.59,0.26,5.37,0.27
Rice,Sindh,N. Feroze,2021-22,9.54,1.26,0.00,0.00
Rice,Sindh,N. Feroze,2022-23,2.55,0.42,7.61,0.38
Rice,Sindh,Shaheed Benazir Abad,2021-22,4.70,0.62,0.00,0.00
Rice,Sindh,Shaheed Benazir Abad,2022-23,3.55,0.59,12.38,0.62
Rice,Sindh,Jacobabad,2021-22,115.30,15.24,388.23,15.13
Rice,Sindh,Jacobabad,2022-23,102.23,16.94,401.89,19.98
Rice,Sindh,Kashmore,2021-22,70.03,9.26,173.66,6.77
Rice,Sindh,Kashmore,2022-23,70.16,11.63,177.81,8.84
Rice,Sindh,Shikarpur,2021-22,111.32,14.71,395.37,15.41
Rice,Sindh,Shikarpur,2022-23,86.95,14.41,299.59,14.89
Rice,Sindh,Larkana,2021-22,105.57,13.95,370.53,14.44
Rice,Sindh,Larkana,2022-23,84.69,14.04,301.99,15.01
Rice,Sindh,Kambar Shahdat Kot,2021-22,78.38,10.36,249.97,9.74
Rice,Sindh,Kambar Shahdat Kot,2022-23,26.93,4.46,48.22,2.40
Rice,Sindh,Sanghar,2021-22,0.00,0.00,0.00,0.00
Rice,Sindh,Sanghar,2022-23,5.69,0.94,17.81,0.89
Rice,Sindh,Tharparkar,2021-22,0.00,0.00,0.00,0.00
Rice,Sindh,Tharparkar,2022-23,0.00,0.00,0.00,0.00
Rice,Sindh,Mirpurkhas,2021-22,0.00,0.00,0.00,0.00
Rice,Sindh,Mirpurkhas,2022-23,0.00,0.00,0.00,0.00
Rice,Sindh,Umarkot,2021-22,0.00,0.00,0.00,0.00
Rice,Sindh,Umarkot,2022-23,0.00,0.00,0.00,0.00
Rice,Sindh,Dadu,2021-22,43.10,5.70,152.58,5.95
Rice,Sindh,Dadu,2022-23,22.06,3.66,66.38,3.30
